"Application id","Session id","Loan Amount","Loan Term","Loan issued","Loan missed first payment","Customer completed open banking","Customer uploaded a payslip","Customer signed contract","Customer is a homeowner"
18887798,"c4a6d81e-77cb-11ea-a8e5-069d8de3f4da",5000,60,1,0,1,0,1,1
18887912,"1aa6a20b-77cf-11ea-a8e5-069d8de3f4da",2000,24,1,0,1,0,1,0
18887988,"7a7f0764-77d1-11ea-a8e5-069d8de3f4da",1000,12,0,0,0,0,0,0
18888111,"df61c7fa-77d3-11ea-a8e5-069d8de3f4da",4700,60,0,0,1,0,0,1
18888221,"b2fac572-77d5-11ea-a8e5-069d8de3f4da",8000,36,0,0,0,0,0,1
18888251,"36c47b5d-77d6-11ea-a8e5-069d8de3f4da",1000,24,1,0,1,0,1,0
18888569,"024c0ac3-77db-11ea-a8e5-069d8de3f4da",1000,18,1,0,1,1,1,0
18888585,"28e41e35-77db-11ea-a8e5-069d8de3f4da",1000,36,1,0,1,0,1,0
18889208,"1b3359f8-77e2-11ea-a8e5-069d8de3f4da",1000,24,0,0,0,0,1,0
18889382,"42b8d96e-77e3-11ea-a8e5-069d8de3f4da",1000,18,0,0,0,0,0,0
18889626,"c601c4e5-77e4-11ea-a8e5-069d8de3f4da",1500,24,1,0,0,0,1,0
18889803,"5d95ff5b-77e6-11ea-a8e5-069d8de3f4da",5000,36,0,0,0,0,0,0
18889822,"3953bb72-77e6-11ea-a8e5-069d8de3f4da",3000,24,1,0,0,1,1,1
18889977,"7e67ef6f-77e7-11ea-a8e5-069d8de3f4da",1300,18,1,0,1,1,1,0
18890153,"636b0a6e-77e9-11ea-a8e5-069d8de3f4da",1500,18,1,0,1,0,1,0
18890169,"8d9b1682-77e9-11ea-a8e5-069d8de3f4da",1000,12,1,0,0,0,1,0
18890229,"14dcaee4-77ea-11ea-a8e5-069d8de3f4da",1500,36,1,0,1,0,1,0
18890274,"7f22b20c-77ea-11ea-a8e5-069d8de3f4da",20000,60,1,0,1,1,1,1
18890278,"8ee0465e-77ea-11ea-a8e5-069d8de3f4da",1200,36,1,0,1,1,1,0
18890333,"fb390cd6-77ea-11ea-a8e5-069d8de3f4da",2500,24,0,0,0,0,1,1
18890391,"70d2982d-77eb-11ea-a8e5-069d8de3f4da",2000,12,0,0,1,0,1,1
18890439,"ce3a5c10-77eb-11ea-a8e5-069d8de3f4da",1000,24,0,0,0,0,1,1
18890549,"e6ac81bc-77ec-11ea-a8e5-069d8de3f4da",4000,36,0,0,0,0,0,0
18890589,"5f99a553-77ed-11ea-a8e5-069d8de3f4da",5900,24,1,0,1,1,1,0
18890657,"06ddf6f8-77ee-11ea-a8e5-069d8de3f4da",6000,36,0,0,1,0,0,1
18890764,"fd397467-77ee-11ea-a8e5-069d8de3f4da",2997,48,1,0,1,0,1,0
18890794,"46f1b35f-77ef-11ea-a8e5-069d8de3f4da",12000,60,0,0,0,0,0,1
18890825,"95099bb4-77ef-11ea-a8e5-069d8de3f4da",8000,60,1,1,0,0,1,1
18891021,"38ee9d68-77f1-11ea-a8e5-069d8de3f4da",1100,60,1,0,1,0,1,1
18891192,"89ed85a8-77f2-11ea-a8e5-069d8de3f4da",10000,48,1,0,1,0,1,0
18891203,"a54d92d9-77f2-11ea-a8e5-069d8de3f4da",4000,60,0,0,0,0,0,0
18891501,"26070478-77f4-11ea-a8e5-069d8de3f4da",5000,24,1,0,1,1,1,0
18891663,"dfe1381a-77f4-11ea-a8e5-069d8de3f4da",5000,36,1,0,1,0,1,1
18891671,"ec2596c4-77f4-11ea-a8e5-069d8de3f4da",2000,48,1,0,1,1,1,1
18891689,"09235f8c-77f5-11ea-a8e5-069d8de3f4da",5000,36,1,0,1,0,1,0
18891761,"a0442390-77f5-11ea-a8e5-069d8de3f4da",5000,36,1,0,0,1,1,1
18892242,"96362d4f-77f9-11ea-a8e5-069d8de3f4da",5000,36,1,0,1,0,1,0
18892324,"17880548-77fa-11ea-a8e5-069d8de3f4da",3500,24,0,0,0,0,1,0
18892401,"b6498b7d-77fa-11ea-a8e5-069d8de3f4da",7500,24,0,0,0,0,0,0
18892415,"d23f803a-77fa-11ea-a8e5-069d8de3f4da",4000,24,0,0,0,0,0,1
18892667,"7c2876da-77fc-11ea-a8e5-069d8de3f4da",5000,24,1,0,1,0,1,0
18892892,"052f969f-77fe-11ea-a8e5-069d8de3f4da",5000,48,1,0,0,0,1,1
18893002,"17e599eb-77ff-11ea-a8e5-069d8de3f4da",1000,24,1,0,1,0,1,1
18893046,"9def1c89-77ff-11ea-a8e5-069d8de3f4da",2000,36,0,0,0,0,0,0
18893058,"b1cd109a-77ff-11ea-a8e5-069d8de3f4da",5000,36,1,0,1,1,1,0
18893178,"a4de0bcf-7800-11ea-a8e5-069d8de3f4da",5000,36,1,0,1,0,1,0
18893202,"e080fa59-7800-11ea-a8e5-069d8de3f4da",3000,24,1,0,1,1,1,0
18893215,"06bca089-7801-11ea-a8e5-069d8de3f4da",3000,24,1,0,1,0,1,0
18893310,"b46bdaad-7801-11ea-a8e5-069d8de3f4da",2700,36,0,0,0,0,0,0
18893372,"4a6269c4-7802-11ea-a8e5-069d8de3f4da",1219.26,24,1,0,1,1,1,1
18893651,"dff6bad8-7804-11ea-a8e5-069d8de3f4da",1500,24,1,0,1,0,1,0
18893686,"2438262d-7805-11ea-a8e5-069d8de3f4da",8000,60,0,0,0,0,0,0
18893717,"6df17f01-7805-11ea-a8e5-069d8de3f4da",1000,24,1,0,0,0,1,1
18893723,"80ca3f33-7805-11ea-a8e5-069d8de3f4da",2000,48,0,0,1,0,1,0
18893758,"e8a84a25-7805-11ea-a8e5-069d8de3f4da",4300,48,1,0,1,1,1,0
18893833,"961df91f-7806-11ea-a8e5-069d8de3f4da",2200,24,0,0,0,0,0,0
18893990,"02bd6174-7808-11ea-a8e5-069d8de3f4da",1500,24,1,0,1,0,1,0
18894015,"3152a627-7808-11ea-a8e5-069d8de3f4da",2700,60,1,0,1,1,1,1
18894019,"3519bee1-7808-11ea-a8e5-069d8de3f4da",1000,24,0,0,0,0,0,0
18894058,"9fd72cd7-7808-11ea-a8e5-069d8de3f4da",4700,48,1,0,1,0,1,0
18894076,"d68c4225-7808-11ea-a8e5-069d8de3f4da",8000,30,0,0,0,0,0,0
18894288,"9a75d3dd-780a-11ea-a8e5-069d8de3f4da",4000,36,1,0,1,0,1,1
18894315,"caf4de97-780a-11ea-a8e5-069d8de3f4da",1000,12,0,0,0,0,1,0
18894386,"5a34758b-780b-11ea-a8e5-069d8de3f4da",1500,24,0,0,0,0,0,1
18894464,"e75b2ce4-780b-11ea-a8e5-069d8de3f4da",1000,24,1,0,1,1,1,0
18894537,"658432d8-780c-11ea-a8e5-069d8de3f4da",3000,12,0,0,0,0,0,0
18894585,"be56fced-780c-11ea-a8e5-069d8de3f4da",10000,24,1,0,1,1,1,0
18894600,"d35caae7-780c-11ea-a8e5-069d8de3f4da",5000,36,1,0,1,0,1,0
18894631,"2e55fc7f-780d-11ea-a8e5-069d8de3f4da",1000,36,0,0,0,0,0,0
18894657,"62a13f2e-780d-11ea-a8e5-069d8de3f4da",1000,12,0,0,0,0,1,0
18894791,"5ac5f0ce-780e-11ea-a8e5-069d8de3f4da",2000,36,0,0,0,0,0,0
18895223,"6643c771-7811-11ea-a8e5-069d8de3f4da",5500,48,1,0,1,1,1,1
18895234,"5c21f817-7810-11ea-a8e5-069d8de3f4da",1000,12,0,0,1,0,0,0
18895357,"34e25bc4-7812-11ea-a8e5-069d8de3f4da",5000,36,1,0,0,1,1,0
18895448,"c188ae1c-7812-11ea-a8e5-069d8de3f4da",1000,12,0,0,0,0,0,1
18895459,"cfaba6a9-7812-11ea-a8e5-069d8de3f4da",2500,36,1,0,1,0,1,1
18895562,"6f72727e-7813-11ea-a8e5-069d8de3f4da",9000,60,0,0,0,0,1,0
18895600,"abae898e-7813-11ea-a8e5-069d8de3f4da",2450,54,1,0,1,1,1,0
18895602,"ad2b9256-7813-11ea-a8e5-069d8de3f4da",2000,36,0,0,0,0,1,0
18895911,"a870307e-7814-11ea-a8e5-069d8de3f4da",3000,60,1,0,0,0,1,0
18895919,"ed594042-7815-11ea-a8e5-069d8de3f4da",1700,36,1,0,1,1,1,0
18896009,"88a26d32-7816-11ea-a8e5-069d8de3f4da",10000,60,1,0,1,1,1,1
18896020,"a22d8277-7816-11ea-a8e5-069d8de3f4da",2000,24,1,1,1,1,1,0
18896093,"0128c5b3-7817-11ea-a8e5-069d8de3f4da",7700,48,1,0,1,1,1,1
18896139,"55e2027a-7817-11ea-a8e5-069d8de3f4da",20000,60,1,0,1,1,1,0
18896231,"dbfa67e8-7817-11ea-a8e5-069d8de3f4da",2500,48,0,0,1,0,1,0
18896285,"2b268c48-7818-11ea-a8e5-069d8de3f4da",3500,24,1,0,1,1,1,1
18896380,"c35960a4-7818-11ea-a8e5-069d8de3f4da",2300,36,0,0,0,0,0,1
18896456,"4af83ccf-7819-11ea-a8e5-069d8de3f4da",1000,12,1,0,1,0,1,0
18896535,"d0c923df-7819-11ea-a8e5-069d8de3f4da",2000,24,1,0,1,0,1,1
18896590,"2b1f3124-781a-11ea-a8e5-069d8de3f4da",1000,12,1,0,1,0,1,0
18896607,"473efb07-781a-11ea-a8e5-069d8de3f4da",7000,48,1,0,1,0,1,0
18896732,"0d85b862-781b-11ea-a8e5-069d8de3f4da",2990,30,1,0,1,0,1,1
18896920,"5337105b-781c-11ea-a8e5-069d8de3f4da",4300,24,1,0,1,1,1,0
18897305,"224c2915-781f-11ea-a8e5-069d8de3f4da",5000,48,1,0,1,0,1,0
18897317,"3c040b36-781f-11ea-a8e5-069d8de3f4da",3000,24,1,0,0,0,1,0
18897541,"00db6d86-7821-11ea-a8e5-069d8de3f4da",1200,18,0,0,0,0,0,0
18897745,"6c48ad39-7822-11ea-a8e5-069d8de3f4da",3000,36,1,0,1,0,1,0
18897905,"bda122ae-7823-11ea-a8e5-069d8de3f4da",4000,48,0,0,0,0,0,1
18897970,"289e2d59-7824-11ea-a8e5-069d8de3f4da",10000,60,1,0,1,0,1,1
18898063,"cd75570e-7824-11ea-a8e5-069d8de3f4da",9300,60,1,0,1,1,1,0
18898540,"802698ea-7828-11ea-a8e5-069d8de3f4da",1500,36,0,0,0,0,0,0
18898733,"02ddd327-782a-11ea-a8e5-069d8de3f4da",750,12,1,0,1,1,1,0
18898823,"a8d10c06-782a-11ea-a8e5-069d8de3f4da",7500,60,0,0,0,0,0,1
18898907,"54142a4c-782b-11ea-a8e5-069d8de3f4da",5000,60,1,0,1,1,1,0
18899201,"d6beadf1-782d-11ea-a8e5-069d8de3f4da",1100,24,1,0,1,0,1,0
18899533,"b844387f-7830-11ea-a8e5-069d8de3f4da",1000,12,1,0,1,0,1,1
18899860,"36656f27-7833-11ea-a8e5-069d8de3f4da",1000,48,1,0,1,1,1,1
18899907,"a1222c63-7833-11ea-a8e5-069d8de3f4da",2000,36,0,0,1,0,1,0
18900130,"3d48e6af-7835-11ea-a8e5-069d8de3f4da",1200,12,0,0,1,0,1,0
18900317,"e5a29eb7-7836-11ea-a8e5-069d8de3f4da",6000,30,1,0,1,0,1,0
18900489,"6aaf72ab-7838-11ea-a8e5-069d8de3f4da",10000,36,0,0,0,0,0,1
18900589,"3b5e8b4b-7839-11ea-a8e5-069d8de3f4da",5000,36,0,0,0,0,0,0
18900625,"a991cfd9-7839-11ea-a8e5-069d8de3f4da",1000,12,1,0,0,0,1,1
18900660,"e29267d2-7839-11ea-a8e5-069d8de3f4da",1000,12,1,0,1,1,1,0
18900671,"0961cad9-783a-11ea-a8e5-069d8de3f4da",3500,60,1,0,1,0,1,1
18900700,"34dfd6c8-783a-11ea-a8e5-069d8de3f4da",10000,60,1,0,0,1,1,0
18900917,"3cab2ef5-783c-11ea-a8e5-069d8de3f4da",2000,24,0,0,0,0,0,0
18901081,"fa56c33f-783d-11ea-a8e5-069d8de3f4da",1000,12,0,0,1,0,1,1
18901195,"b5e4748b-783e-11ea-a8e5-069d8de3f4da",7500,36,0,0,0,0,0,0
18901197,"3a1c3c5f-783f-11ea-a8e5-069d8de3f4da",3000,24,0,0,1,0,1,1
18901316,"a36c1917-7840-11ea-a8e5-069d8de3f4da",1400,24,1,0,1,0,1,0
18901358,"18f0237e-7841-11ea-a8e5-069d8de3f4da",4000,24,1,0,0,0,1,0
18901471,"5198c760-7842-11ea-a8e5-069d8de3f4da",10000,48,0,0,0,0,0,0
18901474,"53a10b98-7842-11ea-a8e5-069d8de3f4da",1000,24,1,0,1,1,1,0
18901521,"d752ad6a-7842-11ea-a8e5-069d8de3f4da",2000,48,0,0,0,0,1,0
18901614,"c219886c-7843-11ea-a8e5-069d8de3f4da",2000,24,1,0,0,0,1,1
18901662,"62e94b43-7844-11ea-a8e5-069d8de3f4da",1800,36,0,0,0,0,0,0
18901680,"96a7ab5c-7844-11ea-a8e5-069d8de3f4da",6000,60,1,0,0,0,1,0
18901709,"fb716714-7844-11ea-a8e5-069d8de3f4da",1000,24,0,0,0,0,0,1
18902137,"68f28900-7849-11ea-a8e5-069d8de3f4da",3500,48,1,0,0,0,1,1
18902165,"c422327b-7849-11ea-a8e5-069d8de3f4da",1000,30,1,0,0,0,1,0
18902261,"d6e20ba4-784a-11ea-a8e5-069d8de3f4da",3000,24,0,0,0,0,1,1
18902461,"3343433a-784d-11ea-a8e5-069d8de3f4da",2700,36,0,0,0,0,0,1
18902514,"c8f12af4-784d-11ea-a8e5-069d8de3f4da",10000,24,0,0,0,0,0,0
18902678,"abc043bc-784f-11ea-a8e5-069d8de3f4da",6000,18,1,0,1,1,1,0
18902775,"1e6c20d0-7851-11ea-a8e5-069d8de3f4da",8000,30,0,0,0,0,0,1
18902874,"77e8bd30-7852-11ea-a8e5-069d8de3f4da",7000,24,1,0,1,1,1,0
18902957,"6cd69c14-7853-11ea-a8e5-069d8de3f4da",1000,12,1,0,1,1,1,0
18903246,"3a0ffaf5-7858-11ea-a8e5-069d8de3f4da",3000,36,0,0,0,0,0,0
18903275,"c2398be0-7858-11ea-a8e5-069d8de3f4da",1000,12,1,0,1,0,1,0
18903561,"91495733-785d-11ea-a8e5-069d8de3f4da",5000,48,0,0,0,0,0,1
18903723,"86f02632-7861-11ea-a8e5-069d8de3f4da",5000,60,1,0,1,0,1,0
18904088,"e4d6fc1f-786c-11ea-a8e5-069d8de3f4da",6000,42,1,0,1,0,1,0
18904641,"7106c9f5-7890-11ea-a8e5-069d8de3f4da",2000,60,0,0,0,0,0,1
18904782,"933bb09e-7894-11ea-a8e5-069d8de3f4da",3500,24,0,0,0,0,0,1
18904859,"f5795e73-7896-11ea-a8e5-069d8de3f4da",4000,48,1,0,0,0,1,0
18904979,"49cac46f-7899-11ea-a8e5-069d8de3f4da",6000,60,1,0,0,1,1,1
18905137,"a57c6bfd-789b-11ea-a8e5-069d8de3f4da",6000,36,0,0,1,0,0,0
18905434,"99f55d8d-789f-11ea-a8e5-069d8de3f4da",3000,60,1,1,1,1,1,0
18905457,"e2d4cf53-789f-11ea-a8e5-069d8de3f4da",3000,30,0,0,0,0,0,1
18905957,"2945d4ed-78a5-11ea-a8e5-069d8de3f4da",2000,24,0,0,0,0,0,1
18906054,"2508cddd-78a6-11ea-a8e5-069d8de3f4da",1000,24,0,0,1,1,0,1
18906073,"553fce1e-78a6-11ea-a8e5-069d8de3f4da",5000,18,0,0,0,0,1,1
18906249,"06079089-78a8-11ea-a8e5-069d8de3f4da",1300,12,0,0,1,0,1,0
18906451,"f802fdc0-78a9-11ea-a8e5-069d8de3f4da",2100,36,0,0,0,0,0,1
18906779,"57f7ce2d-78ab-11ea-a8e5-069d8de3f4da",1000,30,1,0,1,1,1,0
18907330,"d5c6dfc4-78b0-11ea-a8e5-069d8de3f4da",12000,60,1,0,1,0,1,0
18907344,"f5486086-78b0-11ea-a8e5-069d8de3f4da",1200,24,0,0,0,0,0,0
18907446,"c29b82c3-78b1-11ea-a8e5-069d8de3f4da",4500,36,1,0,1,0,1,0
18907506,"2b73f787-78b2-11ea-a8e5-069d8de3f4da",2100,24,1,0,1,0,1,1
18907508,"2ff9bb00-78b2-11ea-a8e5-069d8de3f4da",2500,36,1,0,1,0,1,1
18907547,"89d463d6-78b2-11ea-a8e5-069d8de3f4da",3000,18,0,0,1,0,1,0
18908020,"45cdac3f-78b6-11ea-a8e5-069d8de3f4da",1000,12,0,0,0,0,0,1
18908118,"22c69c01-78b7-11ea-a8e5-069d8de3f4da",2000,12,0,0,0,0,0,1
18908224,"2377e3f0-78b8-11ea-a8e5-069d8de3f4da",3000,30,1,0,1,0,1,0
18908236,"3cace04d-78b8-11ea-a8e5-069d8de3f4da",3000,24,0,0,0,0,1,0
18908348,"4608294d-78b9-11ea-a8e5-069d8de3f4da",4000,36,0,0,1,0,0,1
18908404,"ceef1a01-78b9-11ea-a8e5-069d8de3f4da",1600,36,1,0,1,0,1,0
18908618,"c539daf2-78bb-11ea-a8e5-069d8de3f4da",3000,12,1,0,1,0,1,0
18909110,"8950af19-78be-11ea-a8e5-069d8de3f4da",3000,36,1,0,1,0,1,0
18909135,"d241613e-78be-11ea-a8e5-069d8de3f4da",800,24,0,0,0,0,0,0
18909389,"a7754713-78c0-11ea-a8e5-069d8de3f4da",1500,24,1,0,1,1,1,1
18909492,"cd8c6aad-78c1-11ea-a8e5-069d8de3f4da",8000,48,0,0,0,0,0,0
18909498,"d6bd95ca-78c1-11ea-a8e5-069d8de3f4da",1000,18,0,0,1,0,0,0
18909503,"def18bd9-78c1-11ea-a8e5-069d8de3f4da",1500,24,0,0,0,0,0,0
18909615,"c5964513-78c2-11ea-a8e5-069d8de3f4da",1000,24,0,0,0,0,0,1
18909813,"818952a6-78c4-11ea-a8e5-069d8de3f4da",6000,42,0,0,0,0,0,1
18910123,"c1e13514-78c6-11ea-a8e5-069d8de3f4da",2000,18,1,0,1,0,1,0
18910295,"2b4e80a3-78c8-11ea-a8e5-069d8de3f4da",2000,30,1,0,1,0,1,0
18910521,"0684f13d-78ca-11ea-a8e5-069d8de3f4da",3000,18,0,0,0,0,0,1
18910541,"24325969-78ca-11ea-a8e5-069d8de3f4da",2000,60,0,0,0,0,0,0
18910576,"99f7d6c1-78ca-11ea-a8e5-069d8de3f4da",10000,36,0,0,0,0,0,1
18910636,"2e64f21f-78cb-11ea-a8e5-069d8de3f4da",1000,12,1,0,1,1,1,0
18910743,"2f758552-78cc-11ea-a8e5-069d8de3f4da",3000,36,0,0,0,0,0,0
18910826,"f29f769d-78cc-11ea-a8e5-069d8de3f4da",9737,48,1,0,1,0,1,0
18910955,"187b8aa5-78ce-11ea-a8e5-069d8de3f4da",10000,36,0,0,0,0,0,0
18911004,"a60ed842-78ce-11ea-a8e5-069d8de3f4da",4000,60,1,0,0,0,1,1
18911253,"db1c1967-78d0-11ea-a8e5-069d8de3f4da",2000,24,1,0,1,1,1,1
18911307,"5e14fa64-78d1-11ea-a8e5-069d8de3f4da",3500,48,1,0,0,0,1,0
18911318,"769f7ef0-78d1-11ea-a8e5-069d8de3f4da",2000,36,1,0,1,1,1,0
18911638,"d8ed48a8-78d4-11ea-a8e5-069d8de3f4da",4000,36,1,0,1,0,1,1
18911852,"095d88b9-78d7-11ea-a8e5-069d8de3f4da",4000,48,1,0,0,0,1,1
18911939,"e253ff56-78d7-11ea-a8e5-069d8de3f4da",2500,24,1,0,1,0,1,0
18911986,"56be4034-78d8-11ea-a8e5-069d8de3f4da",1000,24,1,0,0,1,1,0
18912366,"2f09f57b-78db-11ea-a8e5-069d8de3f4da",3800,60,1,0,1,1,1,1
18912472,"4c199851-78dc-11ea-a8e5-069d8de3f4da",1500,24,0,0,1,0,1,0
18912528,"c99d2116-78dc-11ea-a8e5-069d8de3f4da",3000,36,1,0,1,0,1,0
18912699,"53461db5-78de-11ea-a8e5-069d8de3f4da",1500,24,1,0,0,0,1,0
18912721,"7ee5c0bd-78de-11ea-a8e5-069d8de3f4da",10000,36,1,0,1,0,1,1
18913037,"f99a7fca-78e0-11ea-a8e5-069d8de3f4da",5500,60,0,0,0,0,0,1
18913212,"76a9591c-78e2-11ea-a8e5-069d8de3f4da",2500,36,1,0,1,0,1,0
18913251,"abfd071e-78e2-11ea-a8e5-069d8de3f4da",1000,18,0,0,0,0,0,0
18913451,"650f94ca-78e4-11ea-a8e5-069d8de3f4da",2000,36,1,0,1,1,1,1
18913496,"af475bd2-78e4-11ea-a8e5-069d8de3f4da",3000,12,1,0,0,1,1,1
18913960,"b037d7f8-78e7-11ea-a8e5-069d8de3f4da",1000,12,1,0,0,1,1,1
18914155,"42a7e66d-78ea-11ea-a8e5-069d8de3f4da",1000,12,1,1,0,0,1,0
18914156,"44d3eaa3-78ea-11ea-a8e5-069d8de3f4da",1500,24,1,0,0,1,1,0
18914363,"743207c8-78ec-11ea-a8e5-069d8de3f4da",2500,36,0,0,1,0,1,1
18914474,"d92f5122-78ec-11ea-a8e5-069d8de3f4da",4000,48,0,0,0,0,0,1
18914552,"c1a6179a-78ed-11ea-a8e5-069d8de3f4da",8000,36,0,0,0,0,0,0
18914559,"37b491b3-78ee-11ea-a8e5-069d8de3f4da",1500,36,0,0,0,0,0,0
18914776,"055238dd-78f0-11ea-a8e5-069d8de3f4da",3000,12,1,0,0,0,1,0
18914825,"637fb98e-78f0-11ea-a8e5-069d8de3f4da",5000,24,1,1,0,0,1,0
18914874,"cb458ce5-78f0-11ea-a8e5-069d8de3f4da",3000,60,0,0,0,0,0,0
18915296,"bcffac05-78f4-11ea-a8e5-069d8de3f4da",7500,60,1,0,1,0,1,0
18915325,"050a9205-78f5-11ea-a8e5-069d8de3f4da",10000,60,0,0,0,0,0,1
18915352,"40a1724c-78f5-11ea-a8e5-069d8de3f4da",2400,36,1,0,1,0,1,0
18915513,"ba3105f7-78f6-11ea-a8e5-069d8de3f4da",7000,60,0,0,1,0,1,1
18915688,"5c11a0e1-78f8-11ea-a8e5-069d8de3f4da",8700,36,1,0,1,0,1,0
18915730,"db9c3b8d-78f8-11ea-a8e5-069d8de3f4da",5000,36,0,0,1,0,0,0
18915868,"5785f2e2-78fa-11ea-a8e5-069d8de3f4da",8500,30,0,0,0,0,0,1
18916006,"cdd6d144-78fb-11ea-a8e5-069d8de3f4da",1000,24,1,0,1,1,1,1
18916041,"13496af8-78fc-11ea-a8e5-069d8de3f4da",5000,36,0,0,0,0,0,0
18916078,"761f4b84-78fc-11ea-a8e5-069d8de3f4da",4700,36,1,0,1,1,1,0
18916089,"942bbadc-78fc-11ea-a8e5-069d8de3f4da",2500,24,1,0,1,1,1,1
18916101,"b230c1f0-78fc-11ea-a8e5-069d8de3f4da",3500,36,1,0,0,1,1,1
18916132,"0cb07fb6-78fd-11ea-a8e5-069d8de3f4da",5000,12,0,0,0,0,0,0
18916138,"18a19782-78fd-11ea-a8e5-069d8de3f4da",5000,48,0,0,0,0,0,0
18916303,"f98642cc-78fe-11ea-a8e5-069d8de3f4da",6200,54,0,0,1,0,0,0
18916439,"c216162f-7900-11ea-a8e5-069d8de3f4da",6500,60,0,0,0,0,0,1
18916606,"e0134bf9-7902-11ea-a8e5-069d8de3f4da",2800,36,0,0,0,0,0,0
18916717,"10ee6d37-7904-11ea-a8e5-069d8de3f4da",4200,30,0,0,0,0,0,1
18916867,"77eeed6b-7905-11ea-a8e5-069d8de3f4da",2000,36,1,0,1,0,1,0
18916985,"a07f9ba1-7906-11ea-a8e5-069d8de3f4da",9900,36,1,0,1,1,1,0
18917045,"44479b88-7907-11ea-a8e5-069d8de3f4da",4000,24,0,0,0,0,1,0
18917258,"7ab32b1e-7909-11ea-a8e5-069d8de3f4da",2000,36,0,0,0,0,0,0
18917263,"7defa28f-7909-11ea-a8e5-069d8de3f4da",5000,48,1,0,1,1,1,0
18917272,"a3fd5755-7909-11ea-a8e5-069d8de3f4da",2000,12,0,0,0,0,1,0
18917377,"bb360bce-790a-11ea-a8e5-069d8de3f4da",1000,12,1,0,1,1,1,0
18917464,"84572e5a-790b-11ea-a8e5-069d8de3f4da",1000,36,1,0,0,0,1,1
18917675,"95e3793e-790d-11ea-a8e5-069d8de3f4da",3000,30,1,0,1,0,1,1
18917796,"f5a72187-790e-11ea-a8e5-069d8de3f4da",1000,24,1,0,1,0,1,0
18918096,"8ba0dd2e-7912-11ea-a8e5-069d8de3f4da",10000,60,0,0,0,0,0,1
18918195,"c89eafc3-7913-11ea-a8e5-069d8de3f4da",6000,48,1,0,0,0,1,1
18918255,"93369e5c-7914-11ea-a8e5-069d8de3f4da",6000,60,1,0,1,0,1,0
18918348,"da19a3d5-7915-11ea-a8e5-069d8de3f4da",1200,36,1,0,0,0,1,1
18918606,"7af5cc49-7918-11ea-a8e5-069d8de3f4da",3300,36,1,0,1,0,1,0
18918768,"7822e6e2-791a-11ea-a8e5-069d8de3f4da",3000,60,1,0,0,0,1,0
